"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLiquefiedNaturalGasLng_10";"ExportsOfGaseousNaturalGasTotal_11";"ExportsToNorway_12";"ExportsToGermany_13";"ExportsToBelgium_14";"ExportsToUnitedKingdom_15";"ExportsToDenmark_16";"ExportsOfLiquefiedNaturalGasLng_17";"Bunkers_18";"StockChange_19";"TotalConsumption_20";"TotalViaTheMainGrid_21";"ElectricityPowerPlants_22";"OtherConsumers_23";"ViaRegionalGrids_24";"ConsumptionByProductionAndTransport_25";"ClosingStock_26";"ClosingStockGaseousGas_27";"ClosingStockLiquefiedNaturalGas_28";"Flaring_29";"StorageCapacityTotal_30";"StorageCapacityGaseousGas_31";"StorageCapacityLiquefiedNaturalGas_32"
"693";"2020KW03";"    8268";"    3983";"      65";"   12256";"    6326";"    2520";"    1833";"    1319";"     257";"    1592";"    6442";"";"    4133";"    2308";"       0";"";"     297";"      36";"   -2853";"    8268";"       .";"    3125";"       .";"       .";"     180";"   13631";"   13459";"     171";"       6";"   14724";"   14309";"     416"
"694";"2020MM10";"    3416";"    1922";"      21";"    3999";"    1988";"    1428";"     487";"      21";"      76";"     539";"    3107";"";"    1622";"    1208";"     277";"";"     153";"      14";"     208";"    3416";"       .";"     765";"       .";"       .";"      56";"   13423";"   13120";"     302";"       2";"   15054";"   14638";"     416"
"695";"2020MM11";"    3811";"    1904";"      21";"    4129";"    1759";"    1810";"     406";"      57";"      97";"     667";"    3252";"";"    1762";"    1221";"     269";"";"     124";"      13";"     479";"    3811";"       .";"     890";"       .";"       .";"      63";"   12943";"   12656";"     287";"       2";"   15089";"   14673";"     416"
"696";"2020MM12";"    4822";"    2129";"      21";"    4216";"    1703";"    2177";"     245";"      52";"      39";"     346";"    3701";"";"    1787";"    1413";"     501";"";"      47";"      18";"    1876";"    4822";"       .";"     878";"       .";"       .";"      66";"   11067";"   10704";"     363";"       1";"   15143";"   14728";"     416"
"697";"2020KW04";"   12049";"    5955";"      63";"   12344";"    5450";"    5416";"    1138";"     129";"     212";"    1552";"   10060";"";"    5171";"    3842";"    1047";"";"     324";"      45";"    2564";"   12049";"       .";"    2533";"       .";"       .";"     184";"   11067";"   10704";"     363";"       5";"   15143";"   14728";"     416"
"698";"2020JJ00";"   41832";"   22833";"     248";"   47573";"   19716";"   16098";"    7535";"    3165";"    1060";"    9108";"   36977";"";"   22955";"   12838";"    1183";"";"     913";"     150";"     109";"   41832";"       .";"   10658";"       .";"       .";"     751";"   11067";"   10704";"     363";"      20";"   15143";"   14728";"     416"
"699";"2021MM01";"    5595";"    2304";"      23";"    5107";"    2298";"    2669";"       0";"      51";"      89";"     335";"    5845";"";"    2158";"    2247";"    1440";"";"     340";"      15";"    4025";"    5595";"       .";"     820";"       .";"       .";"      71";"    7042";"    6757";"     285";"       8";"   15143";"   14728";"     416"
"700";"2021MM02";"    4622";"    1864";"      21";"    3708";"    1591";"    1763";"     236";"      42";"      75";"     440";"    3814";"";"    2175";"    1126";"     513";"";"      42";"      18";"    2463";"    4622";"       .";"     822";"       .";"       .";"      64";"    4579";"    4462";"     117";"       7";"   15136";"   14720";"     416"
"701";"2021MM03";"    4414";"    2092";"      19";"    3959";"    1658";"    1685";"     509";"      24";"      84";"    1226";"    3905";"";"    2370";"    1346";"     189";"";"      26";"      14";"    1063";"    4414";"       .";"     846";"       .";"       .";"      64";"    3516";"    3338";"     178";"       8";"   15136";"   14720";"     416"
"702";"2021KW01";"   14631";"    6260";"      63";"   12775";"    5547";"    6118";"     745";"     117";"     248";"    2001";"   13564";"";"    6703";"    4720";"    2142";"";"     408";"      47";"    7551";"   14631";"       .";"    2488";"       .";"       .";"     198";"    3516";"    3338";"     178";"      23";"   15136";"   14720";"     416"
"703";"2021MM04";"    3655";"    2055";"      18";"    3206";"    1396";"     909";"     787";"      43";"      71";"    1303";"    3470";"";"    2177";"    1261";"      32";"";"      57";"      15";"     615";"    3655";"       .";"     604";"       .";"       .";"      62";"    2902";"    2640";"     261";"       8";"   15136";"   14720";"     416"
"704";"2021MM05";"    2976";"    1991";"      22";"    3104";"    1276";"     844";"     848";"      48";"      88";"    1269";"    3022";"";"    1857";"    1107";"      58";"";"      71";"      15";"    -302";"    2976";"       .";"     543";"       .";"       .";"      63";"    3204";"    3043";"     160";"       8";"   15136";"   14720";"     416"
"705";"2021MM06";"    2303";"    1395";"      24";"    3502";"    1918";"     667";"     706";"     132";"      79";"     665";"    1805";"";"    1331";"     474";"       0";"";"      61";"      16";"   -1401";"    2303";"       .";"     717";"       .";"       .";"      59";"    4604";"    4336";"     268";"       7";"   15136";"   14720";"     416"
"706";"2021KW02";"    8934";"    5441";"      64";"    9812";"    4590";"    2419";"    2342";"     223";"     238";"    3237";"    8298";"";"    5365";"    2843";"      90";"";"     188";"      46";"   -1088";"    8934";"       .";"    1863";"       .";"       .";"     184";"    4604";"    4336";"     268";"      23";"   15136";"   14720";"     416"
"707";"2021MM07";"    2147";"    1559";"      23";"    3698";"    2220";"     549";"     687";"     159";"      83";"     331";"    2127";"";"    1373";"     754";"       0";"";"     143";"      13";"   -1181";"    2147";"       .";"     543";"       .";"       .";"      56";"    5786";"    5564";"     222";"       7";"   15136";"   14720";"     416"
"708";"2021MM08";"    1835";"    1522";"      23";"    3983";"    2526";"     668";"     569";"     137";"      83";"     453";"    2417";"";"    1616";"     801";"       0";"";"     150";"      20";"   -1559";"    1835";"       .";"     235";"       .";"       .";"      54";"    7345";"    7097";"     248";"       7";"   15136";"   14720";"     416"
"709";"2021MM09";"    2131";"    1385";"      21";"    4129";"    2419";"     660";"     813";"     165";"      72";"     720";"    2430";"";"    1704";"     726";"       0";"";"     138";"      14";"   -1541";"    2131";"       .";"     482";"       .";"       .";"      51";"    8886";"    8618";"     268";"       5";"   15136";"   14720";"     416"
"710";"2021KW03";"    6114";"    4466";"      66";"   11810";"    7165";"    1878";"    2068";"     461";"     239";"    1505";"    6974";"";"    4692";"    2282";"       0";"";"     430";"      47";"   -4282";"    6114";"       .";"    1260";"       .";"       .";"     160";"    8886";"    8618";"     268";"      20";"   15136";"   14720";"     416"
"711";"2021MM10";"    2582";"    1207";"      23";"    3917";"    2042";"     513";"     883";"     401";"      78";"     976";"    3466";"";"    2535";"     931";"       0";"";"     152";"       6";"      83";"    2582";"       .";"     383";"       .";"       .";"      65";"    8804";"    8560";"     243";"       8";"   15136";"   14720";"     416"
"712";"2021MM11";"    3667";"    1520";"      22";"    3526";"    1541";"    1148";"     646";"     109";"      81";"     897";"    3205";"";"    2215";"     874";"     116";"";"      76";"       5";"     986";"    3667";"       .";"     788";"       .";"       .";"      69";"    7818";"    7622";"     196";"       6";"   15136";"   14720";"     416"
"713";"2021MM12";"    4206";"    1629";"      23";"    2863";"    1177";"    1215";"     266";"     120";"      85";"    1169";"    4227";"";"    2348";"    1566";"     312";"";"      43";"       7";"    2800";"    4206";"       .";"     695";"       .";"       .";"      68";"    5018";"    4783";"     235";"       7";"   15136";"   14720";"     416"
"714";"2021KW04";"   10454";"    4356";"      68";"   10306";"    4761";"    2876";"    1795";"     630";"     244";"    3042";"   10897";"";"    7099";"    3370";"     428";"";"     271";"      18";"    3868";"   10454";"       .";"    1865";"       .";"       .";"     202";"    5018";"    4783";"     235";"      21";"   15136";"   14720";"     416"
"715";"2021JJ00";"   40134";"   20524";"     262";"   44702";"   22063";"   13290";"    6950";"    1431";"     969";"    9785";"   39733";"";"   23859";"   13214";"    2660";"";"    1298";"     157";"    6049";"   40134";"       .";"    7476";"       .";"       .";"     745";"    5018";"    4783";"     235";"      86";"   15136";"   14720";"     416"
"716";"2022MM01";"    4257";"    2189";"      28";"    3291";"     999";"    1452";"     645";"     114";"      80";"    1059";"    3303";"";"    2417";"     788";"      98";"";"      32";"       4";"    1030";"    4257";"       .";"     677";"       .";"       .";"      56";"    3988";"    3920";"      68";"       7";"   15136";"   14720";"     416"
"717";"2022MM02";"    3412";"    1463";"      25";"    2624";"     907";"     786";"     806";"      51";"      73";"    1324";"    2585";"";"    1855";"     729";"       2";"";"     140";"       5";"     707";"    3412";"       .";"     391";"       .";"       .";"      50";"    3281";"    3118";"     163";"       6";"   15136";"   14720";"     416"
"718";"2022MM03";"    3245";"    1579";"      33";"    3391";"    1305";"     920";"    1033";"      51";"      82";"    1440";"    3266";"";"    2434";"     824";"       9";"";"      24";"      13";"     106";"    3245";"       .";"     607";"       .";"       .";"      57";"    3175";"    2967";"     208";"       7";"   15136";"   14720";"     416"
"719";"2022KW01";"   10914";"    5231";"      86";"    9305";"    3211";"    3158";"    2485";"     217";"     235";"    3823";"    9155";"";"    6706";"    2341";"     108";"";"     196";"      23";"    1843";"   10914";"       .";"    1675";"       .";"       .";"     164";"    3175";"    2967";"     208";"      20";"   15136";"   14720";"     416"
"720";"2022MM04";"    2651";"    1816";"      27";"    3261";"     953";"     468";"    1219";"     544";"      77";"    1376";"    2923";"";"    2361";"     562";"       0";"";"      29";"       6";"    -871";"    2651";"       .";"     410";"       .";"       .";"      51";"    4045";"    3875";"     170";"       7";"   14489";"   14073";"     416"
"721";"2022MM05";"    2079";"    1351";"      29";"    4133";"    1728";"     311";"    1446";"     575";"      73";"    1485";"    2955";"";"    2388";"     567";"       0";"";"      32";"       8";"   -1923";"    2079";"       .";"     527";"       .";"       .";"      51";"    5969";"    5679";"     289";"       7";"   14489";"   14073";"     416"
"722";"2022MM06";"    1920";"    1016";"      27";"    3851";"    1624";"     245";"    1391";"     523";"      67";"    1508";"    2500";"";"    2079";"     421";"       0";"";"     110";"       8";"   -1863";"    1920";"       .";"     587";"       .";"       .";"      35";"    7832";"    7589";"     243";"       3";"   14489";"   14073";"     416"
"723";"2022KW02";"    6650";"    4183";"      82";"   11244";"    4306";"    1023";"    4056";"    1642";"     218";"    4369";"    8377";"";"    6828";"    1550";"       0";"";"     172";"      23";"   -4657";"    6650";"       .";"    1524";"       .";"       .";"     138";"    7832";"    7589";"     243";"      16";"   14489";"   14073";"     416"
"724";"2022MM07";"    1747";"    1149";"      32";"    3744";"    1175";"     359";"    1540";"     577";"      92";"    1619";"    2875";"";"    2326";"     548";"       0";"";"      34";"       6";"   -1881";"    1747";"       .";"     504";"       .";"       .";"      42";"    9713";"    9454";"     259";"       5";"   14489";"   14073";"     416"
"725";"2022MM08";"    1667";"    1120";"      34";"    3420";"    1017";"     200";"    1525";"     587";"      90";"    1638";"    2970";"";"    2420";"     550";"       0";"";"      31";"      10";"   -1534";"    1667";"       .";"     569";"       .";"       .";"      43";"   11247";"   10970";"     277";"       7";"   14489";"   14073";"     416"
"726";"2022MM09";"    1727";"    1521";"      30";"    3515";"    1174";"     316";"    1469";"     517";"      39";"    1942";"    3241";"";"    2522";"     719";"       0";"";"      27";"       3";"   -2010";"    1727";"       .";"     462";"       .";"       .";"      38";"   13258";"   12857";"     401";"       7";"   14609";"   14073";"     535"
"727";"2022KW03";"    5142";"    3790";"      96";"   10678";"    3367";"     875";"    4534";"    1681";"     222";"    5199";"    9085";"";"    7268";"    1817";"       0";"";"      92";"      18";"   -5426";"    5142";"       .";"    1535";"       .";"       .";"     123";"   13258";"   12857";"     401";"      19";"   14609";"   14073";"     535"
"728";"2022MM10";"    2094";"    1009";"      25";"    3126";"     772";"     186";"    1466";"     579";"     123";"    2043";"    4026";"";"    3376";"     650";"       0";"";"      85";"      12";"      11";"    2094";"       .";"     609";"       .";"       .";"      39";"   13246";"   12864";"     382";"       7";"   14609";"   14073";"     535"
"729";"2022MM11";"    2616";"    1403";"      26";"    2682";"     681";"     323";"    1121";"     462";"      95";"    1767";"    3683";"";"    3102";"     580";"       0";"";"      10";"      14";"     443";"    2616";"       .";"     446";"       .";"       .";"      59";"   12803";"   12420";"     383";"       6";"   14603";"   14068";"     535"
"730";"2022MM12";"    3812";"    1527";"      31";"    3089";"     872";"     986";"    1132";"       0";"      99";"    1610";"    4082";"";"    3247";"     799";"      36";"";"      49";"       8";"    1693";"    3812";"       .";"     762";"       .";"       .";"      59";"   11110";"   10811";"     299";"       7";"   14603";"   14068";"     535"
